DivClass,ButtonId,ButtonLabel,URL,URLThumbnailPicture,OnClickFunction,OnClickFunctionPlayListVideoListButtonId,OnClickFunctionVideoListFolderName,OnClickFunctionVideoListFileName,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3b,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3c,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3d,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3e,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3f,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3g,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3h,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3i,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3j,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3k
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-07,07. The Dabeull Band & Jordan Lee - Don’t Forget it,https://www.youtube.com/watch?v=YLXc-YJW9Zg,https://img.youtube.com/vi/YLXc-YJW9Zg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-07,Section-D1a5-VideoList-AH,07. ??????,AH.07.,AH.07.,AH.07.,AH.07.,AH.07.,AH.07.,AH.07.,AH.07.,AH.07.,AH.07.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-08,08. The Soul Kitchen - You To Me Are Everything,https://www.youtube.com/watch?v=U7rfBYXdjlQ,https://img.youtube.com/vi/U7rfBYXdjlQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-08,Section-D1a5-VideoList-AH,08. ??????,AH.08.,AH.08.,AH.08.,AH.08.,AH.08.,AH.08.,AH.08.,AH.08.,AH.08.,AH.08.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-09,09. Marie Flore - Mal Barré,https://www.youtube.com/watch?v=Zx_pqHVOmiA,https://img.youtube.com/vi/Zx_pqHVOmiA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-09,Section-D1a5-VideoList-AH,09. ??????,AH.09.,AH.09.,AH.09.,AH.09.,AH.09.,AH.09.,AH.09.,AH.09.,AH.09.,AH.09.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-10,10. Le Flex - Sundown,https://www.youtube.com/watch?v=8X7YVs7sofU,https://img.youtube.com/vi/8X7YVs7sofU/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-10,Section-D1a5-VideoList-AH,10. ??????,AH.10.,AH.10.,AH.10.,AH.10.,AH.10.,AH.10.,AH.10.,AH.10.,AH.10.,AH.10.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-11,11. Le Flex - Don't Look Any Further (feat. Jaki Graham) (Dennis Edwards cover),https://www.youtube.com/watch?v=tludght7aQM,https://img.youtube.com/vi/tludght7aQM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-11,Section-D1a5-VideoList-AH,11. ??????,AH.11.,AH.11.,AH.11.,AH.11.,AH.11.,AH.11.,AH.11.,AH.11.,AH.11.,AH.11.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-12,12. Le Flex - Lovers' Paradise,https://www.youtube.com/watch?v=6TNEO9V8yig,https://img.youtube.com/vi/6TNEO9V8yig/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-12,Section-D1a5-VideoList-AH,12. ??????,AH.12.,AH.12.,AH.12.,AH.12.,AH.12.,AH.12.,AH.12.,AH.12.,AH.12.,AH.12.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-13,13. Le Flex - Prendila Cosi (Take It As It Comes),https://www.youtube.com/watch?v=rmwNaijtNSg,https://img.youtube.com/vi/rmwNaijtNSg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-13,Section-D1a5-VideoList-AH,13. ??????,AH.13.,AH.13.,AH.13.,AH.13.,AH.13.,AH.13.,AH.13.,AH.13.,AH.13.,AH.13.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-14,14. Le Flex - I'll Be Good To You,https://www.youtube.com/watch?v=l2FfCN31tbw,https://img.youtube.com/vi/l2FfCN31tbw/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-14,Section-D1a5-VideoList-AH,14. ??????,AH.14.,AH.14.,AH.14.,AH.14.,AH.14.,AH.14.,AH.14.,AH.14.,AH.14.,AH.14.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-15,15. Le Flex - Take Good Care Of My Heart (feat. Ali Rose),https://www.youtube.com/watch?v=wQEgWXksDVI,https://img.youtube.com/vi/wQEgWXksDVI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-15,Section-D1a5-VideoList-AH,15. ??????,AH.15.,AH.15.,AH.15.,AH.15.,AH.15.,AH.15.,AH.15.,AH.15.,AH.15.,AH.15.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-16,16. Le Flex - Falling,https://www.youtube.com/watch?v=l9oUABc2Z1Y,https://img.youtube.com/vi/l9oUABc2Z1Y/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-16,Section-D1a5-VideoList-AH,16. ??????,AH.16.,AH.16.,AH.16.,AH.16.,AH.16.,AH.16.,AH.16.,AH.16.,AH.16.,AH.16.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-17,17. Le Flex - For the Love Of You (Isley Brothers & Whitney Houston cover),https://www.youtube.com/watch?v=8Vn1hU2AQYE,https://img.youtube.com/vi/8Vn1hU2AQYE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-17,Section-D1a5-VideoList-AH,17. ??????,AH.17.,AH.17.,AH.17.,AH.17.,AH.17.,AH.17.,AH.17.,AH.17.,AH.17.,AH.17.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-18,18. Le Flex - Baby Come to Me (Patti Austin & James Ingram cover),https://www.youtube.com/watch?v=p4k8P9aWicA,https://img.youtube.com/vi/p4k8P9aWicA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-18,Section-D1a5-VideoList-AH,18. ??????,AH.18.,AH.18.,AH.18.,AH.18.,AH.18.,AH.18.,AH.18.,AH.18.,AH.18.,AH.18.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-19,19. Satin Jackets - Shadow Of You (feat. David Harks),https://www.youtube.com/watch?v=KRA-fFC_DYM,https://img.youtube.com/vi/KRA-fFC_DYM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-19,Section-D1a5-VideoList-AH,19. ??????,AH.19.,AH.19.,AH.19.,AH.19.,AH.19.,AH.19.,AH.19.,AH.19.,AH.19.,AH.19.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-20,20. Satin Jackets - Somewhere In Paradise (feat. Tailor),https://www.youtube.com/watch?v=Gn1gIZXDCvI,https://img.youtube.com/vi/Gn1gIZXDCvI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-20,Section-D1a5-VideoList-AH,20. ??????,AH.20.,AH.20.,AH.20.,AH.20.,AH.20.,AH.20.,AH.20.,AH.20.,AH.20.,AH.20.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-21,21. Satin Jackets - Mirage,https://www.youtube.com/watch?v=gimbl_kp6F0,https://img.youtube.com/vi/gimbl_kp6F0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-21,Section-D1a5-VideoList-AH,21. ??????,AH.21.,AH.21.,AH.21.,AH.21.,AH.21.,AH.21.,AH.21.,AH.21.,AH.21.,AH.21.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-22,22. Brothers Nalbandyan - On The Dancefloor,https://www.youtube.com/watch?v=tZwU0NuQNLY,https://img.youtube.com/vi/tZwU0NuQNLY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-22,Section-D1a5-VideoList-AH,22. ??????,AH.22.,AH.22.,AH.22.,AH.22.,AH.22.,AH.22.,AH.22.,AH.22.,AH.22.,AH.22.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-23,23. Brothers Nalbandyan - If It's Over (feat. Julaiah),https://www.youtube.com/watch?v=BZUNgVYHv4I,https://img.youtube.com/vi/BZUNgVYHv4I/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-23,Section-D1a5-VideoList-AH,23. ??????,AH.23.,AH.23.,AH.23.,AH.23.,AH.23.,AH.23.,AH.23.,AH.23.,AH.23.,AH.23.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-24,24. Holy Brune - Catching feelings,https://www.youtube.com/watch?v=PyTi1KWSnGc,https://img.youtube.com/vi/PyTi1KWSnGc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-24,Section-D1a5-VideoList-AH,24. ??????,AH.24.,AH.24.,AH.24.,AH.24.,AH.24.,AH.24.,AH.24.,AH.24.,AH.24.,AH.24.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-25,25. Holy Brune - Fair Game,https://www.youtube.com/watch?v=HieImHsiqps,https://img.youtube.com/vi/HieImHsiqps/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-25,Section-D1a5-VideoList-AH,25. ??????,AH.25.,AH.25.,AH.25.,AH.25.,AH.25.,AH.25.,AH.25.,AH.25.,AH.25.,AH.25.
Section-D1a5-VideoList-AH,PlayListButton-AH-VideoListButton-26,26. Holy Brune - Off The Ground,https://www.youtube.com/watch?v=pGgJlKle5GI,https://img.youtube.com/vi/pGgJlKle5GI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AH-VideoListButton-26,Section-D1a5-VideoList-AH,26. ??????,AH.26.,AH.26.,AH.26.,AH.26.,AH.26.,AH.26.,AH.26.,AH.26.,AH.26.,AH.26.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-01,01. Monika XYZ - Love,https://www.youtube.com/watch?v=cAwkkB2iDu4,https://img.youtube.com/vi/cAwkkB2iDu4/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-01,Section-D1a5-VideoList-AI,01. ??????,AI.01.,AI.01.,AI.01.,AI.01.,AI.01.,AI.01.,AI.01.,AI.01.,AI.01.,AI.01.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-02,02. Monika XYZ - Locked-Up Rooms in My Mind,https://www.youtube.com/watch?v=fZoUYEHSYMk,https://img.youtube.com/vi/fZoUYEHSYMk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-02,Section-D1a5-VideoList-AI,02. ??????,AI.02.,AI.02.,AI.02.,AI.02.,AI.02.,AI.02.,AI.02.,AI.02.,AI.02.,AI.02.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-03,03. Monika XYZ - Fire,https://www.youtube.com/watch?v=OIc8XiRoy9U,https://img.youtube.com/vi/OIc8XiRoy9U/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-03,Section-D1a5-VideoList-AI,03. ??????,AI.03.,AI.03.,AI.03.,AI.03.,AI.03.,AI.03.,AI.03.,AI.03.,AI.03.,AI.03.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-04,04. Monika XYZ - Keep Moving,https://www.youtube.com/watch?v=WAsTBSjD_KA,https://img.youtube.com/vi/WAsTBSjD_KA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-04,Section-D1a5-VideoList-AI,04. ??????,AI.04.,AI.04.,AI.04.,AI.04.,AI.04.,AI.04.,AI.04.,AI.04.,AI.04.,AI.04.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-05,05. Monika XYZ - Silver Mist,https://www.youtube.com/watch?v=ZfSfp9HN8SI,https://img.youtube.com/vi/ZfSfp9HN8SI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-05,Section-D1a5-VideoList-AI,05. ??????,AI.05.,AI.05.,AI.05.,AI.05.,AI.05.,AI.05.,AI.05.,AI.05.,AI.05.,AI.05.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-06,06. Monika XYZ - We Can Be Together,https://www.youtube.com/watch?v=7hvb_CIZO4o,https://img.youtube.com/vi/7hvb_CIZO4o/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-06,Section-D1a5-VideoList-AI,06. ??????,AI.06.,AI.06.,AI.06.,AI.06.,AI.06.,AI.06.,AI.06.,AI.06.,AI.06.,AI.06.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-07,07. Monika XYZ - Same Flame,https://www.youtube.com/watch?v=KakagFN9CT0,https://img.youtube.com/vi/KakagFN9CT0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-07,Section-D1a5-VideoList-AI,07. ??????,AI.07.,AI.07.,AI.07.,AI.07.,AI.07.,AI.07.,AI.07.,AI.07.,AI.07.,AI.07.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-08,08. Monika XYZ - Some of Them Are True,https://www.youtube.com/watch?v=ph8e7p_LvVk,https://img.youtube.com/vi/ph8e7p_LvVk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-08,Section-D1a5-VideoList-AI,08. ??????,AI.08.,AI.08.,AI.08.,AI.08.,AI.08.,AI.08.,AI.08.,AI.08.,AI.08.,AI.08.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-09,09. Monika XYZ - Is This Love,https://www.youtube.com/watch?v=LnKR2jwtzd0,https://img.youtube.com/vi/LnKR2jwtzd0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-09,Section-D1a5-VideoList-AI,09. ??????,AI.09.,AI.09.,AI.09.,AI.09.,AI.09.,AI.09.,AI.09.,AI.09.,AI.09.,AI.09.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-10,10. Monika XYZ - You Fallin’,https://www.youtube.com/watch?v=B18pxMt8HIk,https://img.youtube.com/vi/B18pxMt8HIk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-10,Section-D1a5-VideoList-AI,10. ??????,AI.10.,AI.10.,AI.10.,AI.10.,AI.10.,AI.10.,AI.10.,AI.10.,AI.10.,AI.10.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-11,11. Monika XYZ - Quiet Winter Morning,https://www.youtube.com/watch?v=679KFV5Lr3Y,https://img.youtube.com/vi/679KFV5Lr3Y/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-11,Section-D1a5-VideoList-AI,11. ??????,AI.11.,AI.11.,AI.11.,AI.11.,AI.11.,AI.11.,AI.11.,AI.11.,AI.11.,AI.11.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-12,12. Monika XYZ - Stupid Jokes,https://www.youtube.com/watch?v=0JbeUXUSZZg,https://img.youtube.com/vi/0JbeUXUSZZg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-12,Section-D1a5-VideoList-AI,12. ??????,AI.12.,AI.12.,AI.12.,AI.12.,AI.12.,AI.12.,AI.12.,AI.12.,AI.12.,AI.12.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-13,13. Monika XYZ - If I Can’t Love You,https://www.youtube.com/watch?v=SVYiiHfB45M,https://img.youtube.com/vi/SVYiiHfB45M/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-13,Section-D1a5-VideoList-AI,13. ??????,AI.13.,AI.13.,AI.13.,AI.13.,AI.13.,AI.13.,AI.13.,AI.13.,AI.13.,AI.13.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-14,14. Monika XYZ - Save It Like It’s the First Time,https://www.youtube.com/watch?v=S6N9T5mNZI8,https://img.youtube.com/vi/S6N9T5mNZI8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-14,Section-D1a5-VideoList-AI,14. ??????,AI.14.,AI.14.,AI.14.,AI.14.,AI.14.,AI.14.,AI.14.,AI.14.,AI.14.,AI.14.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-15,15. Monika XYZ - We Were in Love,https://www.youtube.com/watch?v=KT7boJ_M1AA,https://img.youtube.com/vi/KT7boJ_M1AA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-15,Section-D1a5-VideoList-AI,15. ??????,AI.15.,AI.15.,AI.15.,AI.15.,AI.15.,AI.15.,AI.15.,AI.15.,AI.15.,AI.15.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-16,16. Monika XYZ - Something Beautiful,https://www.youtube.com/watch?v=92-pt5XCAMo,https://img.youtube.com/vi/92-pt5XCAMo/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-16,Section-D1a5-VideoList-AI,16. ??????,AI.16.,AI.16.,AI.16.,AI.16.,AI.16.,AI.16.,AI.16.,AI.16.,AI.16.,AI.16.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-17,17. Monika XYZ - The Ocean,https://www.youtube.com/watch?v=HTCApsZUT5Y,https://img.youtube.com/vi/HTCApsZUT5Y/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-17,Section-D1a5-VideoList-AI,17. ??????,AI.17.,AI.17.,AI.17.,AI.17.,AI.17.,AI.17.,AI.17.,AI.17.,AI.17.,AI.17.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-18,18. Monika XYZ - Luxury Summer,https://www.youtube.com/watch?v=k5YQsyxIF6s,https://img.youtube.com/vi/k5YQsyxIF6s/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-18,Section-D1a5-VideoList-AI,18. ??????,AI.18.,AI.18.,AI.18.,AI.18.,AI.18.,AI.18.,AI.18.,AI.18.,AI.18.,AI.18.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-19,19. Monika XYZ - I Can,https://www.youtube.com/watch?v=A6LiOLnRA4o,https://img.youtube.com/vi/A6LiOLnRA4o/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-19,Section-D1a5-VideoList-AI,19. ??????,AI.19.,AI.19.,AI.19.,AI.19.,AI.19.,AI.19.,AI.19.,AI.19.,AI.19.,AI.19.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-20,20. Monika XYZ - Mit Dir,https://www.youtube.com/watch?v=ijEg-kZKXRE,https://img.youtube.com/vi/ijEg-kZKXRE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-20,Section-D1a5-VideoList-AI,20. ??????,AI.20.,AI.20.,AI.20.,AI.20.,AI.20.,AI.20.,AI.20.,AI.20.,AI.20.,AI.20.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-21,21. Monika XYZ - Heart Like a Feather,https://www.youtube.com/watch?v=Q0X7-O1Prpw,https://img.youtube.com/vi/Q0X7-O1Prpw/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-21,Section-D1a5-VideoList-AI,21. ??????,AI.21.,AI.21.,AI.21.,AI.21.,AI.21.,AI.21.,AI.21.,AI.21.,AI.21.,AI.21.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-22,22. Monika XYZ - With You (She),https://www.youtube.com/watch?v=ZSgZo5abhCI,https://img.youtube.com/vi/ZSgZo5abhCI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-22,Section-D1a5-VideoList-AI,22. ??????,AI.22.,AI.22.,AI.22.,AI.22.,AI.22.,AI.22.,AI.22.,AI.22.,AI.22.,AI.22.
Section-D1a5-VideoList-AI,PlayListButton-AI-VideoListButton-23,23. Monika XYZ - Like Flame,https://www.youtube.com/watch?v=VzDX98WklaA,https://img.youtube.com/vi/VzDX98WklaA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AI-VideoListButton-23,Section-D1a5-VideoList-AI,23. ??????,AI.23.,AI.23.,AI.23.,AI.23.,AI.23.,AI.23.,AI.23.,AI.23.,AI.23.,AI.23.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-01,01. Nika Bliadze & Besso - First Fusion,https://www.youtube.com/watch?v=YL-6rlhOdpk,https://img.youtube.com/vi/YL-6rlhOdpk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-01,Section-D1a5-VideoList-AJ,01. ??????,AJ.01.,AJ.01.,AJ.01.,AJ.01.,AJ.01.,AJ.01.,AJ.01.,AJ.01.,AJ.01.,AJ.01.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-02,02. Nika Bliadze - Clouds Of Sunset,https://www.youtube.com/watch?v=__FWtKNr91w,https://img.youtube.com/vi/__FWtKNr91w/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-02,Section-D1a5-VideoList-AJ,02. ??????,AJ.02.,AJ.02.,AJ.02.,AJ.02.,AJ.02.,AJ.02.,AJ.02.,AJ.02.,AJ.02.,AJ.02.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-03,03. Nika Bliadze - Difference,https://www.youtube.com/watch?v=jY1SPEaOrgo,https://img.youtube.com/vi/jY1SPEaOrgo/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-03,Section-D1a5-VideoList-AJ,03. ??????,AJ.03.,AJ.03.,AJ.03.,AJ.03.,AJ.03.,AJ.03.,AJ.03.,AJ.03.,AJ.03.,AJ.03.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-04,04. Nika Bliadze - Alter Ego,https://www.youtube.com/watch?v=I9K3gNzmmaM,https://img.youtube.com/vi/I9K3gNzmmaM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-04,Section-D1a5-VideoList-AJ,04. ??????,AJ.04.,AJ.04.,AJ.04.,AJ.04.,AJ.04.,AJ.04.,AJ.04.,AJ.04.,AJ.04.,AJ.04.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-05,05. Nika Bliadze - Retour à la mer,https://www.youtube.com/watch?v=lBY7zR0VPm0,https://img.youtube.com/vi/lBY7zR0VPm0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-05,Section-D1a5-VideoList-AJ,05. ??????,AJ.05.,AJ.05.,AJ.05.,AJ.05.,AJ.05.,AJ.05.,AJ.05.,AJ.05.,AJ.05.,AJ.05.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-06,06. Blank & Jones - Sea Dreamin',https://www.youtube.com/watch?v=Y98s_Z2ToMQ,https://img.youtube.com/vi/Y98s_Z2ToMQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-06,Section-D1a5-VideoList-AJ,06. ??????,AJ.06.,AJ.06.,AJ.06.,AJ.06.,AJ.06.,AJ.06.,AJ.06.,AJ.06.,AJ.06.,AJ.06.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-07,07. Blank & Jones - Get Down,https://www.youtube.com/watch?v=AYeEUcmA0AM,https://img.youtube.com/vi/AYeEUcmA0AM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-07,Section-D1a5-VideoList-AJ,07. ??????,AJ.07.,AJ.07.,AJ.07.,AJ.07.,AJ.07.,AJ.07.,AJ.07.,AJ.07.,AJ.07.,AJ.07.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-08,08. Blank & Jones - Sunny Life,https://www.youtube.com/watch?v=yO7_35OND3c,https://img.youtube.com/vi/yO7_35OND3c/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-08,Section-D1a5-VideoList-AJ,08. ??????,AJ.08.,AJ.08.,AJ.08.,AJ.08.,AJ.08.,AJ.08.,AJ.08.,AJ.08.,AJ.08.,AJ.08.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-09,09. Blank & Jones - Nite Glow,https://www.youtube.com/watch?v=MPfKs8z1bSI,https://img.youtube.com/vi/MPfKs8z1bSI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-09,Section-D1a5-VideoList-AJ,09. ??????,AJ.09.,AJ.09.,AJ.09.,AJ.09.,AJ.09.,AJ.09.,AJ.09.,AJ.09.,AJ.09.,AJ.09.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-10,10. Blank & Jones - Summer Noire,https://www.youtube.com/watch?v=0jVy31HZWYI,https://img.youtube.com/vi/0jVy31HZWYI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-10,Section-D1a5-VideoList-AJ,10. ??????,AJ.10.,AJ.10.,AJ.10.,AJ.10.,AJ.10.,AJ.10.,AJ.10.,AJ.10.,AJ.10.,AJ.10.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-11,11. Blank & Jones - Alone In This Rhythm (Ben Macklin remix),https://www.youtube.com/watch?v=ZLm8QwVGXW0,https://img.youtube.com/vi/ZLm8QwVGXW0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-11,Section-D1a5-VideoList-AJ,11. ??????,AJ.11.,AJ.11.,AJ.11.,AJ.11.,AJ.11.,AJ.11.,AJ.11.,AJ.11.,AJ.11.,AJ.11.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-12,12. Besso - Moments In Time,https://www.youtube.com/watch?v=Redb1H_Qn0c,https://img.youtube.com/vi/Redb1H_Qn0c/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-12,Section-D1a5-VideoList-AJ,12. ??????,AJ.12.,AJ.12.,AJ.12.,AJ.12.,AJ.12.,AJ.12.,AJ.12.,AJ.12.,AJ.12.,AJ.12.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-13,13. Besso - Lost In Love,https://www.youtube.com/watch?v=PzpnKbb8AAg,https://img.youtube.com/vi/PzpnKbb8AAg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-13,Section-D1a5-VideoList-AJ,13. ??????,AJ.13.,AJ.13.,AJ.13.,AJ.13.,AJ.13.,AJ.13.,AJ.13.,AJ.13.,AJ.13.,AJ.13.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-14,14. Besso - Oh Baby,https://www.youtube.com/watch?v=KKfnTqpvm8I,https://img.youtube.com/vi/KKfnTqpvm8I/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-14,Section-D1a5-VideoList-AJ,14. ??????,AJ.14.,AJ.14.,AJ.14.,AJ.14.,AJ.14.,AJ.14.,AJ.14.,AJ.14.,AJ.14.,AJ.14.
Section-D1a5-VideoList-AJ,PlayListButton-AJ-VideoListButton-15,15. Besso - Traveling Through Time,https://www.youtube.com/watch?v=vNsGWeemXxc,https://img.youtube.com/vi/vNsGWeemXxc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AJ-VideoListButton-15,Section-D1a5-VideoList-AJ,15. ??????,AJ.15.,AJ.15.,AJ.15.,AJ.15.,AJ.15.,AJ.15.,AJ.15.,AJ.15.,AJ.15.,AJ.15.
